Category,Product Name,Customer Rating,Sentiment,Emotion,text
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,5,Positive,Happy,"bahan tebal, bagus, cepat sampai, terima kasih"
Toys and Hobbies,Lilin mainan BOLA / Plastisin 1/4 - Biru,1,Negative,Fear,parah ini toko ga ada tanggung jawab nya
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",1,Negative,Anger,packingnya jelek sekali. handling produknya tidak bagus. mau kasih kado ke orang masa kardusnya jelek begini. biki. malu aja
Camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,3,Negative,Fear,"barang bagus, pengiriman cepat, sayang packaging seada-adanya. pesanan untuk menambahkan bubble wrap juga tidak diindahkan. respon juga tidak bagus."
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,4,Positive,Happy,aplikator mudah dipakai. desainnya lucu. warnanya pekat.
Body Care,Lux Hand Sanitizer Jasmine 50ml,2,Negative,Sadness,"tidak ada tutupnya,walaupun saya beli harga murah tp jadi gabisa dibawa kemana mana karna barang rusak"
Tour and Travel,20 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Happy,tepat waktu dan sesuai pesanan
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,5,Positive,Happy,"hampir sempurna, packing nya doang yg kurang aman dr benturan"
Mother and Baby,Merries Pants Positive Skin L 33,5,Positive,Happy,"ukurannya pas. cepat menyerap. tidak membuat lecet. udah langganan. harga murah dpt yg +2 lagi, trs dikasi sample susu. sukses selalu seller..."
Body Care,Whisper Pembalut Wanita Regular Flow 40's,1,Negative,Fear,"ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. soalnya yaa.. ga nyangka aja gitu. judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan."
Automotive,Bubble Wrap Plastik Pembungkus Helm,1,Negative,Fear,jgn beli disini. seller nya slow response ketika ada masalah produk. saya beli helm ga dicek qc terlebih dahulu sblm dikirim. helm ada lecetnya. beli goggle osbe kacanya baret2 halus semua. masuk pusat resolusi juga ga kooperatif. selalu cek cctv yg ga jelas kapan ceknya dan apa yg dicek. barang akhirnya diretur. setelah sampai ga direspon2 lagi. jadi mending lebih baik batal dimana solusi awal saya adalah retur refund dan disini ga ada itikad baik seller. udah lapor cs pun cs terpaku sistem dan pas udah koar2 baru tuh cs hubungin seller. cs toped empatinya pun msh buruk. klo sekelas selebgram cepet ditanganin. giliran user biasa alasannya sistem. beberapa jam menuju transaksi mau batal baru dibatalin ini seller.
Food and Drink,Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs,1,Negative,Anger,rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,"tidak pernah mengecewakan, hasil terbaik. untuk ngirim kartu selembar aja pake kotak tebal. terima kasih, sukses selalu."
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",4,Positive,Happy,nyaman dipakai si kecil. ukuran sesuai. bahannya tebal. bahannya berkualitas. empuk buat jalan. modelnya keren ??. motifnya kekinian.
Gaming,PSP SONY - 3000 + MC 32GB FULL GAME - Hitam,2,Negative,Fear,"untuk respon penjual bagus, tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game"
Men's Fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,5,Positive,Happy,produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah
Phones and Tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,2,Negative,Fear,"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya."
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,4,Positive,Happy,material produk bagus ukuran produk sesuai
Food and Drink,TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal,1,Negative,Sadness,"kali ini kecewa, dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem, gak bisa diminum.. mohon di pastikan tgl kadaluarsanya.. jujur kecewa banget"
Toys and Hobbies,The Werewolf Game / Mafia Game (TWG) - White Edition,5,Positive,Happy,"barang sangat berkualitas sebanding dg harga, kelengkapan banyak, sudah dapat tas, panduan yg jelas dan buku moderator tebal. box kartu juga tebal. mantappl"
Phones and Tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,4,Positive,Happy,barang sangat bagus...pengiriman baik. smg awett
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 11,3,Negative,Sadness,"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. yang saya terima dibeberapa bagian cat mengelupas. hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. repot saat mau ganti pakaian."
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,1,Negative,Fear,diphoto ada penjepit buka tutup ..pas dikirim nggak ada
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,3,Negative,Sadness,expirednya bentar lagi ??
Kitchen,Egg Timer Fackelmann,3,Negative,Sadness,lampu indikator tdk bekerja.......
Other Products,BUBLE EXTRA,1,Negative,Anger,"percuma jg kasih buble warp dikasih brg reject pabrik, ga bs kasih pot.pula rese"
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,2,Negative,Fear,"dikirimnya lama, plus batrenya cuma 1500mah alias tdk sesuai pic."
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,5,Positive,Happy,mantap barangnya next order lagi barangnya original ??
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",1,Negative,Anger,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi cs nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah."
Mother and Baby,Mama's Choice Baby Calming Tummy Oil 55 ml,5,Positive,Happy,faster better cheaper
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",1,Negative,Sadness,"kecewa dengan waktu pengiriman. order jam 11.52 sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini. malah dikirim hari berikutnya. kalau tidak bisa kirim di hari yang sama, tidak perlu diaktifkan pilihan kurir samedaynya. atau infokan, untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama."
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,2,Negative,Fear,"barangnya sih bagus,,, cuma sellernya aja yg nyebelin... maksudnya pengen ganti alamat doang,,, tp malah ga bisaa"
Men's Fashion,"Baju Tidur Pria Lengan Pendek Piyama Pria Lengan Pendek Celana Pendek - STPR-326, L",5,Positive,Love,seller ramah dan fast response. packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,1,Negative,Anger,"packagingnya payah. saya pesan 3 kaleng, yg satu pecah. dan tidak mau diganti. csnya minta bukti foto dan video, sudah saya kirimkan tapi tetap minta terus, dan akhirnya mereka menyudahi komplain saya secara sepihak."
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",5,Positive,Love,"hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus"
Gaming,Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,1,Negative,Sadness,niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,1,Negative,Sadness,sangat kecewa. baru 4 bulan scroll sudah rusak.
Electronics,Cosmos CIS-418 - Setrika Listrik,2,Negative,Sadness,"barang pecah, ndak tau dr seller apa ekspedisinya, sayangnya saya selesaikan transaksinya sblm diunboxing, bgtu dibuka malah pecah.. barang cm dilapisi satu lapis bublewarp tipis. .. overall kecewa"
Movies and Music,Selang Pianika Yamaha,5,Positive,Happy,"bahannya bagus, seler ramah"
Gaming,Sarung Tangan Jempol Gaming Anti Keringat PUBG FF Mobile Legend New,5,Positive,Happy,"overall keren. paking aman, seller ramah n fast respond jga ??"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,5,Positive,Love,"mantap banget, ikan cupang sehat, lincah dan langsung menyesuaikan dengan air di dalam aquarium baru. ekor sirip half moon bgt!"
Camera,TRIPOD Camera WEIFENG WT-3110A,4,Negative,Fear,"lumayan, sebagai pengguna baru cuman bayar ongkir 6 ribu pengiriman cepet, kualitas = harga untuk hp oke asal ga ada angin kenceng, soalnya materialnya = harga nya untuk dslr gak rekomen"
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM002,5,Positive,Love,"fix aku cinta sama ini produk bahannya solid, dan bekerja sesuai deskripsi. bakal beli lagi!!!"
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,1,Negative,Anger,"produk cacat kepalanya penyok, minta tukar gak dikasih"
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,5,Positive,Happy,"transaksi cod gampang, kirimnya cepat sampe, packingnya rapih, smoga produknya cocok nih."
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,1,Negative,Sadness,"barang tidak sesuai di iklan padahal saya memberi pesan saya melalui catatan pada penjual, saya pesan yang nomor ikan cupang sekian ada dlm catatan"
Food and Drink,bakso aci/boci/boci sakura/boci dower,1,Negative,Anger,"gaenak basi iuhhhh plis jangan beli disini,aku gamau motong rezeki mu tapi ini sriusan basi bau apek cuankinya mlempem bocinyaa bau,bumbunya kaya dah ga seger,terus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau mau jualan yang niat bukan cari uangnya aja tapi cari rasaaaa kualitas"
Automotive,Parfum Mobil Kopi,5,Positive,Love,mantap puas pake bangeeeey
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Love,order yang ketiga. gercep. barang oke. pelayanan juga oke
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,1,Negative,Anger,penipu.. tidak jujur.. keciwa.. semoga tidak ada berkahnya..
Gaming,Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite,5,Positive,Love,"amazing!! respon seller cepat. barang ori seperti di foto dan sesuai deskripsi. proses pengiriman kilat banget.. thank you yaa kak, sukses selalu :)"
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,3,Negative,Sadness,barang yg sampai tidak sesuai pesanan
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,4,Positive,Happy,bahannya bagus. adem
Computers and Laptops,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,5,Positive,Happy,"mantappp, responnya juga memuaskan. sudah dicoba dan dipasang presisi dan nyaman. cas juga responsif"
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,2,Negative,Fear,suaranya tetep ae kecil ??
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,2,Negative,Sadness,ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.
Phones and Tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,3,Negative,Fear,sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. terus efek kaya kertas nya gue rasa ga ada ngaruh nya. ga ada tuh kesan paperlike nya. tidak kaya deskripsi dan fotonya. cuma sebatas pelindung anti gores aja si ini rasanya.
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B28,3,Positive,Happy,kualitas sesuai harga ??
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,5,Positive,Happy,produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,1,Negative,Sadness,udah kesobek makanan kucing nya alot
Movies and Music,Busa Profil Peredam Suara Telur Murah,1,Negative,Fear,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai
Electronics,Lampu LED Strip RGB 5050 IP44,3,Positive,Happy,solatip nya kurang merekat tapi lampunya topp
Books,DUNIA ANNA,5,Positive,Happy,"bagus barangnya ga cacat, pelindungnya tebel, pengirimannya cepet banget"
Camera,Brica B-Steady PRO - BSteady PRO - Gimbal 3-Axis Stabilizer - PAKET STANDAR,3,Negative,Sadness,"barang sampe cepat, packaging rapi dan aman.cuma sayang bbrp fitur seperti tombol trigger dan ai lock nya ga bisa. tanya ke toko, mesti hub garansinya, toko ga bisa bantu. mohon maaf ya kasih bintangnya 3, karena saya kurang puas. trimakasih"
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,3,Positive,Happy,"full hd dan 2k hasil video nya masih noisy gak gitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini."
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,5,Positive,Love,"terima kasih kak, puas beli voucher tiket disini, recommended seller ??"
Body Care,Whisper Pembalut Wanita Regular Flow 40's,5,Positive,Happy,"pengiriman cepat, packing aman, respon penjual baik harga oke lg promo. terima kasih"
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,1,Negative,Anger,gak jelas
Automotive,Parfum Mobil Botol Gantung Vleo Black Coffee,1,Negative,Anger,"satu minggu pesanan gagal pickup terus, penjual tidak ada reaksi sama sekali, setelah komplain ke toped, langsung dikirim, (pesan tgl 28 mei sampai tgl 7 juni) ini tidak tau siapa yg salah, penjual atau kurirnya, merekalah yg tau, isinya banyak yg kurang bahkan ada yg hampir setengah botol. mengecewakan sekali, padahal sudah orderan yg kesekian kali, kali ini ampun dah, ganti seller yg lain.??????????penjual tidak respon dengan jualannya!!!"
Muslim Fashion,elzatta Obelia Samida - 311,2,Negative,Fear,tdk sesuai warna pesanan
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,5,Positive,Happy,"model dan warnanya manis,kwalitas bahannya bagus..."
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,1,Negative,Fear,lem nya kurang merekat
Food and Drink,Keripik tempe 200 gram,1,Negative,Anger,"keripik tempe hancur n agak bau tengik, ga kemakan"
Muslim Fashion,Nabnib - STRIPY Ciput Rajut Premium - Taupe,5,Positive,Happy,"tidak licin. pembelian ke sekian. bagus, warna sesuai gambar."
Carpentry,Mata Bor Set + Fisher - Mata Bor Besi Kayu Beton - Mata Bor JLD Tool,5,Positive,Happy,packaging aman dan bagus. barang sesuai deskripsi.
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,1,Negative,Anger,"parah, padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya, bukannya minta maaf udah salah malah sok ga butuh pembeli, sumpah kesel bgt ama ini penjual sombong parah"
Party Supplies and Craft,Bubble Wrap,1,Negative,Fear,disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,5,Positive,Happy,"kwalitas bagus,harga terjangkau"
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,1,Negative,Anger,"berat barang di deskripsi 4,5kg. padahal berat asli barang dari kurir saat diterima cuma 1kg. jadi ongkir sangat mahal dari kenyataan dan harus mengajukan komplain dll untuk bisa dapat refund ongkir. merepotkan."
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,4,Positive,Love,"barang sesuai gambar,mantul,cepat nyampe,puas banget"
Food and Drink,Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla,1,Negative,Sadness,"barangnya sudah ga enak lagi, udah beda rasanya"
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,1,Negative,Sadness,"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus"
Automotive,3M Clay Bar Claybar Detailing Salon Mobil Menghilangkan Noda Aspal,5,Positive,Happy,pengiriman on time dan produk berfungsi baik seperti harapan.
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,1,Negative,Fear,"saya beli l'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal"
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,1,Negative,Sadness,jelek mudah rusak
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,1,Negative,Fear,"selller aneh ditanya katanya uda berangkat tp tokped ga update, ternyata sepertinya memang gagal pick up, tp ga bilang yang jujur kalo paket belum dipick up malah bilangnya sudah berangkat"
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",2,Negative,Sadness,lagi musim hujan. tidak dibungkus yang aman dan rapat. jadi air hujannya masuk
Gaming,Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite,5,Positive,Happy,"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!"
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,1,Negative,Anger,kalo udah bayar dicuekin sama penjualnya !! - chat 3 januari 2021 di respon. - order 3 januari 2021 jam 11 siang dengan kurir grab same-day - barang sampai 4 januari 2021 jam 3 sore. kalo ujung ujungnya gak sampai tujuan di hari yg sama ngapain bayar ongkir mahal pakai grab !!
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,5,Positive,Happy,"barang original berkualitas, pengiriman cepat."
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,2,Negative,Sadness,"barang rusak. pisau ada yg patah, ada bekas goresan pisau, sayang banget quality kontrolnya buruk."
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,5,Positive,Happy,mantap barangnya ??????
Kitchen,Filter air siap minum buat rumah tangga Nazava Riam,1,Negative,Sadness,karet filternya kurang
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,1,Negative,Sadness,service mengecewakan... sekali kecewa pasti saya kasi bintang 1 terus
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,5,Positive,Love,alas kandang nya oke banged..tebal dan bahannya bagus..pengemasan dan pengiriman jg cepat ??????????
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,3,Positive,Happy,barang nya ok.. cuma proses kirim nya agak lama dan admin nya harus nya dichat dulu baru di proses barang nya.
Carpentry,Semprotan Air,1,Negative,Sadness,baru dipasang sdh tdk berfungsi
Automotive,Hayaidesu Keychain Gantungan Kunci Aksesoris Variasi Motor Mobil - Hitam,5,Positive,Happy,"mantap, sesuai pesanan, pengantaran cepatproduk sesuai deskripsi??."
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,1,Negative,Sadness,sy apes diorderan yang entah keberapa ini. ternyata penjual tidak ramah terhadap pelanggan
Other Products,Cerutu Argopuros Box Isi 24,5,Positive,Love,"packing rapi dan memuaskan, mantabh"
Food and Drink,Kripik Usus Ayam 1kg Super,5,Positive,Love,"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop"
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,1,Negative,Sadness,"kali ini saya kecewa, mungkin karyawan teh nina agak lalai liat order, sudah jelas ada pesanan bubble wrap dan dus, tapi paket yg saya terima tanpa bubble wrap dan dus."
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,1,Negative,Fear,"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended"
Food and Drink,Petik Mangga,1,Negative,Fear,"saat baca komposisi deskripsi minuman rasa mangga rada curiga. tapi karena terjual banyak, tetap beli. secara harganya mahal, aku pikir full mangga. ternyata artificial mangga. manis buatan banget. ga sehat."
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,1,Negative,Anger,"isinya cuma kaya air putih mening pake semir ban, di complain jg gk ada jawaban"
Food and Drink,Multi Pack Sembako,1,Negative,Fear,gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,1,Negative,Fear,"barang penyok gaes. klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. returan sy dari toko sebelah dibalikin lewat toped. mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. untung asuransi mau terima claim. jadi hati2 gaes! nutrilon sudah mulai tidak amanah!"
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,1,Negative,Sadness,gak dapet enaknya maaff
Computers and Laptops,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",1,Negative,Sadness,kecewa penjual ga tanggung jawab komplen berhari� gada solusi
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",3,Negative,Sadness,game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya :)
Household,MIISOO Kotak Masker/Tempat Masker Plastik/Kotak Masker Karakter - KOTAK POLOS,1,Negative,Sadness,"kurang responsif , barang sampai tidak lengkap,ada tulisan refund, komplain hanya disuruh bersabar ditunggu sampai 3 hari itikad baik tidak ada juga pengembalian dana nya"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,pelayanan sangat memuaskan
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,"fast response, produk juga dikirim balik oke banget ????"
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,1,Negative,Fear,patah waktu mau di kencangkan
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,2,Negative,Fear,barang g smapai hilang di kurir ..uang refund
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,1,Negative,Sadness,lamaa pengiriman
Body Care,HairGen Supplement Vitamin Penghitam Rambut Alami Menghilangkan Uban,5,Positive,Happy,"hasil pemakaian sebulan, rambut terasa halus, tebal, hitam, rontok berkurang..untuk uban belum terlihat hasilnya..lanjut order botol ke 2"
Men's Fashion,KAOS KAKI MUNDO -SOCK STATION-KAOS KAKI PRIA ANKLE SOCK - Hitam,5,Positive,Happy,"mantap, sesuai dengan yang saya pesan. packing rapih. pengemasan dan pengiriman cepat.terima kasih seller."
Toys and Hobbies,KARTU REMI POKER STARS PLASTIK ANTI AIR WATERPROOF AWET DAN TAHAN LAMA - Hitam,5,Positive,Happy,barang berfungsi dengan baik. packaging aman ??. packaging aman ??. barangnya original ??.
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,2,Negative,Fear,"dichat katanya warna biru ready,wktu order jg sdh dikasih keterangan warana biru.tp knp yg dikirim malah warna hitam?? tapi ya sudahlah sy terima saja"
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,5,Positive,Happy,"lilinnya bagus, tidak berbau & tahan s/d 5 jam"
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,3,Negative,Sadness,warnanya tdk sesuai ekspektasi
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,5,Positive,Love,"baguus banget, puaslah dengan carote. ditunggu promo2nya lagi. makasih ya"
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,3,Negative,Fear,socket ujung kendor tidak ori
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",2,Negative,Sadness,"agak kecewa, pesan biru atau hitam datang yg warna merah"
Books,Buku Filosofi Teras - Original,3,Positive,Love,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih"
Other Products,Tinta plastisol Brain Plus putih 1kg,5,Positive,Love,mantap??
Health,Stella Parfum'ist Smart Matic Caffe Latte,5,Positive,Happy,"barang sesuai dengan deskripsi, dan berfungsi dengan baik, paketnya dikirim dengan rapi. terima kasih"
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,1,Negative,Fear,"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!"
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,2,Negative,Anger,"gak ada sablon di box nya, harga mahal pula"
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 21,4,Negative,Sadness,proses & pengirimannya cepat. warna sesuai pesanan hitam doff. tapi kenapa doffnya ada yg bocel� ? jd nga sesuai ekspektasi deh ??
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,1,Negative,Anger,"udah di chat ,ditulis di deskripsi, udah dikonfirmasi ulang masih aja dikirim warna putih jelas jelas order full black, dan pengiriman lama banget. *tidak amanah*"
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,1,Negative,Anger,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota"
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,1,Negative,Sadness,barang dikrm beda dgn yg pesan
