Category,Product Name,Customer Rating,Sentiment,Emotion,text
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,1,Negative,Fear,"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended."
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",5,Positive,Love,MANTAPPPPP
Beauty,Garnier Men Complete Package Mask Pack of 11,3,Negative,Sadness,masalah pada pengiriman seperti biasa
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,5,Positive,Happy,"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier)."
Toys and Hobbies,Jumping Pirates Roulette Family Game,5,Positive,Love,bagus banget mainan nya anak2 aku suka
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,5,Positive,Love,"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya..."
Other Products,"Aluminium Miter T-Track for Router and Table Saw Jig - Silver, 10 cm",5,Positive,Love,mantab rekomended banget
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,4,Positive,Happy,"Pengirimannya sangat cepat, baru pesan kemarin langsung datang esok harinya. Barangnya bagus, semoga kualitasnya juga, bisa awet."
Kids and Baby Fashion,?YUKSHOPING? R115 Tas Anak TK Ransel kecil Karakter Backpack Motif - RILAKUMA,1,Negative,Fear,"Barangnya yg dikirim tidak sesuai dg pesanan,saya pesan tas stitch dan pink minnie tp yg dikirim tas minion kedua duanya????"
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",5,Positive,Happy,mantep keren oke barang nya
Carpentry,Wallpaper Dinding 3D Foam Batu Bata 70cm x 77cm - Putih 70 x 38cm,1,Negative,Fear,bahan sangat tipis dan mudah robek karena lem nya sangat lengket.. sangat sulit di buka karena antara lem dan bahan yg tipis menempel.. akhirnya ga jadi pasang di buang ke tong sampah
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,5,Positive,Love,debessss
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,1,Negative,Anger,"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah GA BERKAH NANTI REJEKINYA!"
Electronics,Kit Mp3 Bluetooth,5,Positive,Happy,barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak Tokopedia kurir dan seller
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 2",5,Positive,Happy,"bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas .Modelnya kekinian."
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,2,Negative,Sadness,gagang patah. coba dilem pakai lem cina blm tau kuat apa ngga ????
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),5,Positive,Love,Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih
Other Products,BUBBLE PACK (PACKING TAMBAHAN),1,Negative,Fear,G dikirim sm bubble wrap T.T
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,1,Negative,Sadness,kecewa makanan yg di kirim kurang 1
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",1,Negative,Anger,"Well...10 hari baru sampe, fix pesanan terlama di tokped saya, sobek pula bungkusnya...ok thanks sampai dsini"
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,5,Positive,Happy,Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.
Kitchen,GM Bear Pisau Set Dapur Tebal isi 6 pcs 1138 - Pisat Set Dapur - Pisau Set 1141,3,Positive,Happy,Barang kondisi diterima baik dan aman. Saran aja mohon lebih cepat proses kirim nya dan klo di chat jgn respon nya lama sekali. Tks
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",1,Negative,Fear,saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,1,Negative,Anger,paan gada ngaruhnya samsek!!! kecabut aja kaga
Camera,DJI OM 5 Athens Gray,5,Positive,Happy,"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi. Terimakasih dan sukses selalu yaa"
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,5,Positive,Happy,Produk berfungsi dengan baik.
Household,Payung ajaib 3D lipat payung magic keluar motif bila kena air pink - Ungu,5,Positive,Happy,payungnya bagus... tapi warnanya seharusnya yg ungu tapi yg dtg pink.. btw terima kasih buat hadiah pembelian pertamanya.. Kualitas Product Bagus. Recomended. Material bagus.
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",5,Positive,Happy,bagus bgt seller baikbgt minta tolong kirim hari ini karena buru2 buat kado lgsg dikirim dan hasil cetak fotonya jg bagusbgt????
Sport,ALAT BANTU SIT UP/PENAHAN KAKI SIT UP/SIT UP STAND/HOME FITNESS - Hitam,5,Positive,Love,mantap boss.
Phones and Tablets,"Iphone XR Garansi Resmi Ibox - Hitam, 64 New Package",5,Positive,Happy,IMEI terdaftar di Kemenperin Barangnya original ?? Penjualnya ramahbanget Barangnya mulus Proses pesanan cepat Berfungsi dengan baik Packaging rapi Ada garansi iBox
Household,Jemuran Baju Stainless Steel SAMUDERA 183,1,Negative,Anger,"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal"
Animal Care,MAKANAN KUCING BOLT REPACK 1KG - PRODUK ASLI - IKAN 800 GR,1,Negative,Sadness,"kecewa, respon tokonya lama....pengiriman sameday, order sebelum jam 12 malah di kirim besoknya, di chat dari pagi dijawab malam. Kapok"
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,5,Positive,Happy,repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih
Men's Fashion,"baju tidur pria pp piyama pajamas import dewasa - kotak 1, XXXL",5,Positive,Happy,"barang bagus ,motif nya jg cantik. respond penjual cepat"
Phones and Tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,2,Negative,Fear,"Pengiriman lama, Minta Nota Pembelian tidak di kasi"
Household,Triple W Smart LED Digital Alarm Clock Jam Meja Weker Lampu Tidur - Hitam,5,Positive,Happy,jam digital Unik ini lebih ke fungsi alaram yg lengkap.. syg tdk ad fungsi penunjuk tgl.bln dan tahun. petunjuk di deskripsi sangat membantu permudah mengenal fungsi2 jam alarm ini.. respon penjual dan pengiriman cepat.. thanks..
Food and Drink,Rendang Padang Level 3 - Daging Sapi (250gr),5,Positive,Love,Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,5,Positive,Love,"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??"
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 15,5,Positive,Happy,"barang sesuai, packing aman, cepat sampai."
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro",1,Negative,Sadness,Kecewa karna tidak teliti saya pesan 2pcs yang dikirim cuman 1 pcs emang akhirnya dikirim ulang tapi tetap kecewa karna berakibat keterlambatan datang dan tidak bisa di bawa pulang kampung.. Saran agar lebih teliti lagi walaupun barang murah
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,5,Positive,Love,"Serbaguna dan tajam,Barang sesuai deskripsi. Recommended seller tentunya! ????"
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,5,Positive,Happy,lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,5,Positive,Happy,"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller."
Muslim Fashion,"sarung instan anak laki laki usia 10-13 tahun - Pilih Motif, Size M",4,Positive,Love,Positive sesuai pesanan terima kasih pas ank sya suka
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,5,Positive,Love,mantab minnn pengiriman jam 5 sore masih di gasss ????
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,sudah langganan beli mini gold disini ??
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,5,Positive,Happy,"Bagus, sesuai ekspektasi."
Automotive,Bubble Wrap Plastik Pembungkus Helm,1,Negative,Fear,Jgn beli disini. Seller nya slow response ketika ada masalah produk. Saya beli helm ga dicek QC terlebih dahulu sblm dikirim. Helm ada lecetnya. Beli goggle osbe kacanya baret2 halus semua. Masuk pusat resolusi juga ga kooperatif. Selalu cek cctv yg ga jelas kapan ceknya dan apa yg dicek. Barang akhirnya diretur. Setelah sampai ga direspon2 lagi. Jadi mending lebih baik batal dimana solusi awal saya adalah retur refund dan disini ga ada itikad baik seller. Udah lapor cs pun CS terpaku sistem dan pas udah koar2 baru tuh CS hubungin seller. CS toped empatinya pun msh buruk. Klo sekelas selebgram cepet ditanganin. Giliran user biasa alasannya sistem. Beberapa jam menuju transaksi mau batal baru dibatalin ini seller.
Women's Fashion,"CELANA KERJA WANITA FORMAL CELANA KANTOR PINGGANG KARET JUMBO - Hitam, M",2,Negative,Fear,penjual jawab pertanyaan pelanggan kurang sopan
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,1,Negative,Anger,kusutt datengnya pink.. padahal sudah d notr biruu.. ga bisa baca kayanya ni penjual..
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,5,Positive,Happy,pelayanan memuaskan dan barang sesuai ??
Muslim Fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,5,Positive,Happy,alhamdulilah jilbabnya bagus nggak nerawang dapat diskon juga dari tokped makasii seller
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",1,Negative,Sadness,kirim celananya ga sesuai ukuran
Property,cover body mobil Ertiga xenia avanza,5,Positive,Love,baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss
Kitchen,SANEX KOMPOR PORTABLE / PAKET GAS PORTABLE HI-COOK 230 GRAM (1 TUNGKU) - Merah,1,Negative,Sadness,barangnya lumayan tp kecewa sama respon penjual yg tidak membantu dan makin kecewa dengan pihak ekspedisi barang ga dikirim2 smpai saya harus ambil sendiri
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM4,1,Negative,Sadness,Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,3,Negative,Fear,Barang diterima dengan baik. Tapi sayang baterenya uda soak
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,5,Positive,Happy,"barang diterima sesuai pesanan, thanks joyko"
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,5,Positive,Happy,sudah dipasang & bagus deh....
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,4,Positive,Happy,"barang bagus, meskipun agak panas"
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,1,Negative,Sadness,"sedih bgt belom ada 2bln waxingnya udah rusak dan gabisa dipake lg, padahal baru dipake 2x. dr awal dtg tutupnya penyok dan ga terlalu kedap udara jd pinggiran tutupnya rada basah. trus selama 1bln lebih disimpen di suhu ruang trus tutupnya selalu rapet, tp pas mau dipake lg taunya udah banyak semutnya:( pas dicoba pake spatula teksturnya jg mirip madu jd rada cair dan gamau lengket lg:( katanya kalo cair buang bagian atasnya aja, ini mah ampe bawah2 semua teksturnya kayak madu:( berarti dibuang semua dong? sedih bgt mana masih banyak lg sayang bgt:("
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,1,Negative,Sadness,pesen double box tapi ga ada wujudnya :(
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,5,Positive,Happy,pengiriman cepat dan packing aman...dapat harga flashsale....
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,1,Negative,Sadness,"1 ga bisa nyala, 1 mati2 suaranya"
Body Care,Whisper Pembalut Wanita Regular Flow 40's,3,Negative,Sadness,"pengirimannya lama banget.. pesen dr tgl 18, sampai tgl 23 blm dikirim2 juga... jd sy ajukan komplain ke toped, abis itu baru barangnya dikirim. sempet kecewa sih, secara sy pesan di official storenya gitu, tp service masih spt ini ??"
Precious Metal,RM 5 gram 2022,5,Positive,Happy,Barang sesuai & cepat sampai
Food and Drink,DIMSUM SEHAT DAN HALAL,5,Positive,Love,Bagus bagus.....dimsumnyamasih kedaan bgus ga penyok... dalem ya juga seger produknya rekomen bgt klo belanja disini???????????? enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak ??????????????????????
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,1,Negative,Anger,penjual sama sekali tdk memperhatikan catatan pembeli..malahan menyalahkan pembeli.
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,1,Negative,Fear,saya kira dapet lengkap kurang ternyata apa solusinya?
Toys and Hobbies,KARTU REMI POKER STARS PLASTIK ANTI AIR WATERPROOF AWET DAN TAHAN LAMA - Hitam,5,Positive,Happy,"enak kartunya, sesuai ekspektasi, plastik beneran. licin . dan kerasa bakal awet"
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,1,Negative,Fear,"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,"
Phones and Tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,1,Negative,Sadness,gak bisa di pake kecewa jadi barang sampah deh
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,2,Negative,Anger,"Wanginya ga sesuai harapan, kaya bau ikan teri"
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,5,Positive,Happy,Bahannya nyaman ?? Penjualnya ramah banget Nyaman di punggung Packaging aman ??
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,4,Positive,Happy,"Barang ok, pengiriman lamaa, konfirmasi aja butuh 2 hari, packing ga banget, ga pake buble"
Movies and Music,Busa Profil Peredam Suara Telur Murah,1,Negative,Fear,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..
Phones and Tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,5,Positive,Happy,"Barang sesuai pesanan, packing rapi, pas dicoba ok buat isi ulang dn charge, pengiriman sesuai estimasi.."
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,4,Positive,Happy,Penjualnya ramah banget Packaging aman ??
Gaming,PS4 Naruto Shippuden Ultimate Ninja STORM 4 : Road to Boruto Reg 3 - Reg All USA,5,Positive,Love,"Barang sebenarnya sudah sampai tadi sore, cuman baru ta unboxing dan mainkan malam ini. Sukaaa! Recommended ni toko ????????????"
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,1,Negative,Sadness,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,5,Positive,Happy,"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget,gak nyangka gede banget. tks sukses selalu ????"
Kitchen,Filter air siap minum buat rumah tangga Nazava Riam,1,Negative,Sadness,karet filternya kurang
Carpentry,lem sepatu premium kuat dan mantap - Kuning,1,Negative,Anger,"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan"
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",5,Positive,Love,"cakep banget. tp salah pilih size mash kegedean di anak, tp anak super happy. thanks"
Body Care,SCARLETT WHITENING BODYLOTION by Felicya Angelista - CHARMING,1,Negative,Anger,Penjual ANGKUH... yang namanya pembeli itu RAJA.. di layani sebagaimana mestinya.. KEPUASAN PEMBELI PRIORITAS UTAMA.. LAH LOH? ANGKUH SOMBONG.. MAKAN TUH DUET HARAM.. PERTAMA DAN TERAKHIR GUE BELANJA DI OLSHOP LOH CUIH!!!!
Mother and Baby,Merries Pants Positive Skin L 33,5,Positive,Happy,"Ukurannya pas. Cepat menyerap. Tidak membuat lecet. udah langganan. harga murah dpt yg +2 lagi, trs dikasi sample susu. sukses selalu seller..."
Food and Drink,Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster,5,Positive,Love,"ini enak bangett, packingnya juga bagus bangett.. terima kasihh.. recommended bangett dehh ????"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,1,Negative,Fear,"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung??"
Automotive,Semir Ban Axlent TIRE GEL Berkualitas Isi 1 Liter 1000ml,1,Negative,Fear,di aplikasikan bukannya ban tambah hitam malah tambah kotor
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",1,Negative,Sadness,maaf ganti ulasan..hasil dr produk stlh brp minggu dipake ga worth it dr segi harga yg mehong..buang duit??
Household,Lemari Plastik Pakaian DIY / Wardrobe / Rak Baju Animal Character - 8 Cube + 4 Rak,5,Positive,Happy,"Keren, Sampai Langsung Pasang, jepitannya kelebihan satu, Lemari Gampang dirakit, Warna sesuai, Kualitas Ok, Kokoh. mantap mantap"
Health,Masker Evo PlusMed 4d Medis - Putih,1,Negative,Sadness,"KALI INI BELANJA DISINI SANGAT MENGECEWAKAN!!! FREE ONGKIR, BIASANYA DIKIRIM DNG SI CEPAT REGULER. Tapi KALI INI DIKIRIMNYA DENGAN SI CEPAT HALU !!!KARDUS PENYOK,TERBUKA, BERANTAKAN !!!! SANGAT BURUK DAN JENIS DELIVERY TIDAK SESUAI DENGAN YG ADA DIAPLIKASI !!!"
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,5,Positive,Happy,Barang original mantapp
Gaming,PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia,5,Positive,Happy,"Stik berfungsi normal. Sudah coba connect ke PC windows, maupun macOS (bigsur) semua aman. Plug n play di steam dan apple arcade. Packaging rapih, seller fast response."
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),5,Positive,Love,"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU..."
Tour and Travel,7 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Love,MANTULLL.. recommended seller
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau",5,Positive,Happy,"kain green screen nya datang sesuai deskripsi, walaupun kainnya agak tipis tp gpp masih bisa dipakai dengan baik"
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,4,Positive,Love,"Gampang dibawa-bawa, terlalu imut ukurannya"
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,5,Positive,Happy,"Micnya bagus, sayang mini tripodnya ringkih banget, punya saya sudah patah. Btw saya beli 2, mau coba saya gunakan 2 mics dlm 1 pc. Di Mac OS, micnya terdetect hanya jadi 1 device saja karena product id yg sama walau sudah di colok 22nya. Semoga ada update firmware terkait ini. Krn di beberapa usb mic lain, devicenya otomatis terdetect walau dipasang 2/3 usb mic secara bersamaan."
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 21,4,Negative,Sadness,proses & pengirimannya cepat. warna sesuai pesanan hitam doff. tapi kenapa doffnya ada yg bocel� ? jd nga sesuai ekspektasi deh ??
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,2,Negative,Fear,"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai"
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,1,Negative,Fear,"Cuman bisa dipanjangin sebelah, sebelah yang nga bs dipanjangin sudah karatan, karet yg dikasih mudah lepas, nga dikasih kotak, kondisi barang seperti barang seken, nga dikasih baut sama karet kecil, kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya?"
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",4,Positive,Happy,sesuai ekspetasi..??
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",4,Positive,Happy,celana nya nyaman tapi kalo bisa sakunya ada 2 .kiri dan kanan agar balance kalo simpan sesuatu di saku.. tks. Sukses Maju Terus
Precious Metal,CHRISTMAS PROMO + NEW 5 GR / 5g / 5 Gram GOLD,5,Positive,Love,"Kualitas barang sangat bagus, produksi terbaru, kemasan sederhana, seller cepat menanggapi."
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,4,Positive,Happy,Kabel nya original hanya untuk iphone seri tinggi harus di bolak balik saat di cas baru bisa masuk
Carpentry,Semprotan Air,1,Negative,Fear,Beda sekali kwalitas nya dgn penampilan foto.
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,5,Positive,Happy,"seller fast respon , barang cepat sampai,packing rapi, barang sdh dicoba sesuai order, nyaman dipake. makasih NoWway????"
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus,1,Negative,Fear,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",1,Negative,Fear,tdk sesuai pesanan
Toys and Hobbies,Kereta Thomas Mainan Thomas,1,Negative,Anger,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,5,Positive,Love,"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh"
Food and Drink,Pia Medan Lau Pho Piang Merk Damai,1,Negative,Sadness,"pengiriman sangat teramat lama sampai, sangat mengecewakan"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,5,Positive,Love,"Proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! Terima kasih."
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,3,Negative,Fear,"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama"
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,1,Negative,Sadness,"Saya sangat kecewa dengan attitude dan respon penjual. Di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. Saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. Dan tidak ada bahasa maaf sama sekali. Hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. SAMA SEKALI GA REKOMENDASI !"
Men's Fashion,910 Nineten Socks Black & Grey,3,Negative,Fear,"Bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yg mau ini, bagus luar nya"
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,5,Positive,Happy,fast response sponge nya juga bagus satu sisinya kasar Material Produk Bagus.
Automotive,Glade Diamond Aqua Reg 80ml,1,Negative,Sadness,sangat kecewa..barang rejectan di jual..pelayanan sangat buruk..kya ga butuh uang..respon buruk parah.kalo barang ga ada bisa konfirmasi dlu..gak asal kirim yg dibeli apa yg dikirim apa
Property,cover body mobil Ertiga xenia avanza,5,Positive,Love,mantaapppppppppplpll gannnnnnnnnn
Kids and Baby Fashion,?YUKSHOPING? R115 Tas Anak TK Ransel kecil Karakter Backpack Motif - RILAKUMA,4,Positive,Love,barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe
Body Care,L'Oreal Paris Extraordinary Oil Gold,1,Negative,Anger,SALAH ALAMAT. Sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat. Menit berikutnya langsung saya pesan ulang ke alamat yg betul. Bukannya dibaca dulu chatnya malah langsung diproses dua2nya. DASAR GAK BECUS !!!! Ifillll dan gak akan pesan di toko ini lagi.
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,5,Positive,Happy,ya cukup puas makasih ??
Food and Drink,FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight,1,Negative,Sadness,"Packing berantakan, sungguh mengecewakan"
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 6,5,Positive,Happy,Mantap Tajam. Kualitas Produk Bagus. Produk Sesuai.
